id,ime,maticna_stevilka,obcina,zaposleni,dobicek
1589121000,MIMOVRSTE d.o.o.,1589121000,Ljubljana,100 do 149 zaposlenih,
2399342000,MK,2399342000,Ljubljana,100 do 149 zaposlenih,
5048907000,MLINOPEK d.d. Murska SobotaOglas,5048907000,Murska Sobota,100 do 149 zaposlenih,85547
2188929000,MOS Servis d.o.o.Oglas,2188929000,Šmarje pri Jelšah,100 do 149 zaposlenih,635401
5822335000,MP Ptuj d.o.o.,5822335000,Ptuj,100 do 149 zaposlenih,-178765
2229676000,MTD BIO d.o.o.,2229676000,Slovenska Bistrica,100 do 149 zaposlenih,239082
5921210000,"MUFLON, d.o.o.",5921210000,Radeče,100 do 149 zaposlenih,88256
5269741000,MURALES d.d. Ljutomer,5269741000,Ljutomer,100 do 149 zaposlenih,25270
5859875000,Mars Overseas Holdings d.o.o.,5859875000,Ljubljana,100 do 149 zaposlenih,2886659
6739008000,"Mersteel SSC, d.o.o.",6739008000,Naklo,100 do 149 zaposlenih,101000
2074800000,Moda MI & LAN d.o.o.,2074800000,Gornji Petrovci,100 do 149 zaposlenih,95252
1722131000,NAFTA STROJNA d.o.o.,1722131000,Lendava,100 do 149 zaposlenih,528094
5024811000,NAMA d.d. Ljubljana,5024811000,Ljubljana,100 do 149 zaposlenih,525332
5868556000,"NEFRODIAL, d.o.o.",5868556000,Celje,100 do 149 zaposlenih,688396
5902932000,NEKTAR NATURA d.o.o.,5902932000,Kamnik,100 do 149 zaposlenih,5241831
1507052000,NEW YORKER d.o.o.,1507052000,Ljubljana,100 do 149 zaposlenih,5163220
5055784000,NIB,5055784000,Ljubljana,100 do 149 zaposlenih,
5487498000,"NIEROS METAL d.o.o., Slovenj Gradec",5487498000,Slovenj Gradec,100 do 149 zaposlenih,165540
5286174000,NIL d.o.o.,5286174000,Ljubljana,100 do 149 zaposlenih,743664
1778536000,"NIVO EKO, d.o.o.",1778536000,Žalec,100 do 149 zaposlenih,861327
1822152000,NIZKE GRADNJE KOPER d.o.o.,1822152000,Koper,100 do 149 zaposlenih,25335
1537920000,NKD d.o.o.,1537920000,Celje,100 do 149 zaposlenih,-403127
3343707000,NORKA GT d.o.o.Oglas,3343707000,Lenart,100 do 149 zaposlenih,539711
5056730000,NUK,5056730000,Ljubljana,100 do 149 zaposlenih,
5198917000,OBALNI DOM UPOKOJENCEV KOPER - CASA COSTIERA DEL PENSIONATO CAPODISTRIA,5198917000,Koper,100 do 149 zaposlenih,
5105633000,"OKOLJE Piran, d.o.o.",5105633000,Piran,100 do 149 zaposlenih,306375
5022746000,OKROŽNO DRŽAVNO TOŽILSTVO V LJUBLJANI,5022746000,Ljubljana,100 do 149 zaposlenih,
5881528000,OKROŽNO SODIŠČE NA PTUJU,5881528000,Ptuj,100 do 149 zaposlenih,
5877946000,OKROŽNO SODIŠČE V KRŠKEM,5877946000,Krško,100 do 149 zaposlenih,
5881536000,OKROŽNO SODIŠČE V SLOVENJ GRADCU,5881536000,Slovenj Gradec,100 do 149 zaposlenih,
1227432000,OPREMA RAVNE d.o.o.,1227432000,Ravne na Koroškem,100 do 149 zaposlenih,68449
5088496000,OSNOVNA ŠOLA BRASLOVČE,5088496000,Braslovče,100 do 149 zaposlenih,
5089646000,OSNOVNA ŠOLA BREZOVICA PRI LJUBLJANI,5089646000,Brezovica,100 do 149 zaposlenih,
5087821000,OSNOVNA ŠOLA CVETKA GOLARJA,5087821000,Škofja Loka,100 do 149 zaposlenih,
5086027000,OSNOVNA ŠOLA DAVORINA JENKA CERKLJE NA GORENJSKEM,5086027000,Cerklje na Gorenjskem,100 do 149 zaposlenih,
5082803000,OSNOVNA ŠOLA DOMŽALE,5082803000,Domžale,100 do 149 zaposlenih,
5088321000,OSNOVNA ŠOLA DR.IVANA KOROŠCA Borovnica,5088321000,Borovnica,100 do 149 zaposlenih,
5085233000,OSNOVNA ŠOLA DUPLEK,5085233000,Duplek,100 do 149 zaposlenih,
5085853000,OSNOVNA ŠOLA DUŠANA FLISA HOČEOglas,5085853000,Hoče -S livnica,100 do 149 zaposlenih,
5083036000,OSNOVNA ŠOLA FRANA ALBREHTA KAMNIK,5083036000,Kamnik,100 do 149 zaposlenih,
5085195000,OSNOVNA ŠOLA FRANCETA PREŠERNA MARIBOROglas,5085195000,Maribor,100 do 149 zaposlenih,
5087384000,OSNOVNA ŠOLA FRANJA GOLOBA,5087384000,Prevalje,100 do 149 zaposlenih,
5083699000,OSNOVNA ŠOLA GLAZIJA,5083699000,Celje,100 do 149 zaposlenih,
5689155000,OSNOVNA ŠOLA GRADEC,5689155000,Litija,100 do 149 zaposlenih,
5085411000,OSNOVNA ŠOLA GUSTAVA ŠILIHA MARIBOR,5085411000,Maribor,100 do 149 zaposlenih,
5087813000,OSNOVNA ŠOLA IVANA TAVČARJA GORENJA VAS,5087813000,Gorenja vas -Poljane,100 do 149 zaposlenih,
5088852000,OSNOVNA ŠOLA JANKA GLAZERJA RUŠE,5088852000,Ruše,100 do 149 zaposlenih,
5082790000,OSNOVNA ŠOLA JANKA KERSNIKA BRDO,5082790000,Lukovica,100 do 149 zaposlenih,
5082838000,OSNOVNA ŠOLA JURIJA VEGE,5082838000,Moravče,100 do 149 zaposlenih,
5083214000,OSNOVNA ŠOLA MATIJE VALJAVCA PREDDVOR,5083214000,Preddvor,100 do 149 zaposlenih,
5085276000,OSNOVNA ŠOLA MIKLAVŽ NA DRAVSKEM POLJU,5085276000,Miklavž na Dravskem polju,100 do 149 zaposlenih,
1193830000,OSNOVNA ŠOLA NAKLO,1193830000,Naklo,100 do 149 zaposlenih,
5082722000,OSNOVNA ŠOLA NOTRANJSKI ODRED CERKNICA,5082722000,Cerknica,100 do 149 zaposlenih,
1319841000,OSNOVNA ŠOLA OREHEK KRANJ,1319841000,Kranj,100 do 149 zaposlenih,
5088569000,OSNOVNA ŠOLA PETROVČE,5088569000,Žalec,100 do 149 zaposlenih,
5087686000,OSNOVNA ŠOLA POHORSKEGA ODREDA SLOVENSKA BISTRICA,5087686000,Slovenska Bistrica,100 do 149 zaposlenih,
5088500000,OSNOVNA ŠOLA POLZELA,5088500000,Polzela,100 do 149 zaposlenih,
5924332000,OSNOVNA ŠOLA PRIMOŽA TRUBARJA LAŠKO,5924332000,Laško,100 do 149 zaposlenih,
5084539000,OSNOVNA ŠOLA PRIMOŽA TRUBARJA VELIKE LAŠČE,5084539000,Velike Lašče,100 do 149 zaposlenih,
5089271000,OSNOVNA ŠOLA RADLJE OB DRAVIOglas,5089271000,Radlje ob Dravi,100 do 149 zaposlenih,
5087449000,OSNOVNA ŠOLA RIBNICA,5087449000,Ribnica,100 do 149 zaposlenih,
5085365000,OSNOVNA ŠOLA STRAŽIŠČE KRANJ,5085365000,Kranj,100 do 149 zaposlenih,
5087171000,OSNOVNA ŠOLA VIDEM,5087171000,Videm,100 do 149 zaposlenih,
5084458000,OSNOVNA ŠOLA VIČ,5084458000,Ljubljana,100 do 149 zaposlenih,
5088526000,OSNOVNA ŠOLA VRANSKO - TABOR,5088526000,Vransko,100 do 149 zaposlenih,
5083249000,OSNOVNA ŠOLA ŠENČUR,5083249000,Šenčur,100 do 149 zaposlenih,
5089468000,OSNOVNA ŠOLA ŠKOFJA LOKA - MESTO,5089468000,Škofja Loka,100 do 149 zaposlenih,
5087988000,OSNOVNA ŠOLA ŠMARJE PRI JELŠAH,5087988000,Šmarje pri Jelšah,100 do 149 zaposlenih,
5087830000,OSNOVNA ŠOLA ŽELEZNIKI,5087830000,Železniki,100 do 149 zaposlenih,
5089476000,OSNOVNA ŠOLA ŽIRI,5089476000,Žiri,100 do 149 zaposlenih,
1710818000,Oryx d.o.o.,1710818000,Ljubljana,100 do 149 zaposlenih,1455321
5085896000,OŠ BREŽICE,5085896000,Brežice,100 do 149 zaposlenih,
1193481000,OŠ Brinje Grosuplje,1193481000,Grosuplje,100 do 149 zaposlenih,
5088330000,OŠ IVANA CANKARJA,5088330000,Vrhnika,100 do 149 zaposlenih,
5085012000,OŠ IVANA CANKARJA,5085012000,Ljutomer,100 do 149 zaposlenih,
5085993000,OŠ LA GROSUPLJE,5085993000,Grosuplje,100 do 149 zaposlenih,
5086639000,OŠ LENART,5086639000,Lenart,100 do 149 zaposlenih,
5087147000,OŠ Ljudski vrt,5087147000,Ptuj,100 do 149 zaposlenih,
5082820000,OŠ MENGEŠ,5082820000,Mengeš,100 do 149 zaposlenih,
5089352000,OŠ MILOJKE ŠTRUKELJ Nova Gorica,5089352000,Nova Gorica,100 do 149 zaposlenih,
5089905000,OŠ NHR Hrastnik,5089905000,Hrastnik,100 do 149 zaposlenih,
5084741000,OŠ PRESERJE PRI RADOMLJAH,5084741000,Domžale,100 do 149 zaposlenih,
5085691000,OŠ PUCONCI,5085691000,Puconci,100 do 149 zaposlenih,
5088518000,OŠ Prebold,5088518000,Prebold,100 do 149 zaposlenih,
5089042000,OŠ SOLKAN,5089042000,Nova Gorica,100 do 149 zaposlenih,
5086124000,OŠ SOSTRO,5086124000,Ljubljana,100 do 149 zaposlenih,
5088097000,OŠ TREBNJE,5088097000,Trebnje,100 do 149 zaposlenih,
5083028000,OŠ Vojke Šmuc Izola - SE Vojka Šmuc Isola,5083028000,Izola,100 do 149 zaposlenih,
5089069000,OŠ ŠEMPETER PRI GORICI,5089069000,Šempeter  -Vrtojba,100 do 149 zaposlenih,
5084482000,OŠ ŠKOFLJICA,5084482000,Škofljica,100 do 149 zaposlenih,
5084083000,OŠ ŠMARTNO,5084083000,Šmartno pri Litiji,100 do 149 zaposlenih,
5498317000,PAPIROTI d.o.o.,5498317000,Krško,100 do 149 zaposlenih,1229977
5986613000,PEKARNA BRUMAT d.o.o.,5986613000,Nova Gorica,100 do 149 zaposlenih,20985
5577551000,"PETEK TRANSPORT, d.o.o., Ribnica",5577551000,Ribnica,100 do 149 zaposlenih,285747
1562177000,PETRANS d.o.o.,1562177000,Ljubljana,100 do 149 zaposlenih,92046
1666223000,PIKAPOKA d.o.o.,1666223000,Ptuj,100 do 149 zaposlenih,115510
5592267000,PLANETA d.o.o. Ljubljana,5592267000,Ljubljana,100 do 149 zaposlenih,962395
5343127000,PLASTA d.o.o.,5343127000,Šentrupert,100 do 149 zaposlenih,6289304
3570398000,PLASTOFORM BLANCA d.o.o.Oglas,3570398000,Sevnica,100 do 149 zaposlenih,529745
1954288000,PLINOVODI d.o.o.,1954288000,Ljubljana,100 do 149 zaposlenih,5770954
5354137000,PLOJ d.o.o.,5354137000,Pesnica,100 do 149 zaposlenih,261166
5703654000,"POCINKOVALNICA, d.o.o.",5703654000,Celje,100 do 149 zaposlenih,412415
5539064000,PODRAVKA d.o.o. Ljubljana,5539064000,Ljubljana,100 do 149 zaposlenih,1657562
5094542000,POLIDENT d.o.o.,5094542000,Renče - Vogrsko,100 do 149 zaposlenih,621901
5143250000,POMGRAD - CP d.d.,5143250000,Beltinci,100 do 149 zaposlenih,441202
5025087000,POMURSKE MLEKARNE d.d.,5025087000,Murska Sobota,100 do 149 zaposlenih,767046
5758980000,"PORSCHE SLOVENIJA, d.o.o.",5758980000,Ljubljana,100 do 149 zaposlenih,13621034
1458639000,POSAVC d.o.o.Oglas,1458639000,Brežice,100 do 149 zaposlenih,150487
5635403000,POČKAJ d.o.o.,5635403000,Sežana,100 do 149 zaposlenih,396788
5041473000,PRIMAT d.d.,5041473000,Maribor,100 do 149 zaposlenih,-2190430
5501695000,PROFILES d.o.o.,5501695000,Postojna,100 do 149 zaposlenih,420949
5806283000,PROTECT INFRA d.o.o.,5806283000,Maribor,100 do 149 zaposlenih,53477
2092255000,"Palfinger Marine d.o.o., Maribor",2092255000,Maribor,100 do 149 zaposlenih,255345
1447416000,Partner Consulting d.o.o.,1447416000,Ljubljana,100 do 149 zaposlenih,4128
5659167000,Prevozništvo Daniel Fijavž d.o.o.,5659167000,Zreče,100 do 149 zaposlenih,551846
5129494000,RADGONSKE GORICE d.o.o.,5129494000,Gornja Radgona,100 do 149 zaposlenih,1147437
5874742000,RAČUNSKO SODIŠČE REPUBLIKE SLOVENIJE,5874742000,Ljubljana,100 do 149 zaposlenih,
5938104000,"RECINKO, d.o.o., Kočevje",5938104000,Kočevje,100 do 149 zaposlenih,53173
5066816000,REMONT d.d.Oglas,5066816000,Celje,100 do 149 zaposlenih,276187
1701371000,"RENAULT NISSAN SLOVENIJA, d.o.o.",1701371000,Ljubljana,100 do 149 zaposlenih,7215672
5513065000,RGP d.o.o.,5513065000,Velenje,100 do 149 zaposlenih,703937
5909368000,"RIKO, d.o.o.",5909368000,Ljubljana,100 do 149 zaposlenih,145624
5067782000,RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,5067782000,Koper,100 do 149 zaposlenih,38798
1121677000,"ROSENBAUER, d.o.o.Oglas",1121677000,Gornja Radgona,100 do 149 zaposlenih,2509835
1682920000,ROTO - PAVLINJEK d.o.o.,1682920000,Murska Sobota,100 do 149 zaposlenih,161711
6579400000,"Rail Cargo Carrier, d.o.o.Oglas",6579400000,Ljubljana,100 do 149 zaposlenih,405968
5286948000,Raycap d.o.o.,5286948000,Komenda,100 do 149 zaposlenih,1886328
5298512000,S. OLIVER S L O d.o.o.,5298512000,Ljubljana,100 do 149 zaposlenih,794106
6398707000,"SALUS, Veletrgovina, d.o.o.",6398707000,Ljubljana,100 do 149 zaposlenih,4332739
5072182000,"SEGRAP d.o.o., Ljutomer",5072182000,Ljutomer,100 do 149 zaposlenih,145255
5044421000,SENG d.o.o.,5044421000,Nova Gorica,100 do 149 zaposlenih,4980024
5163757000,SGG TOLMIN d.o.o.,5163757000,Ajdovščina,100 do 149 zaposlenih,136900
5089883000,SIC LjubljanaOglas,5089883000,Ljubljana,100 do 149 zaposlenih,
1199781000,SIJ SUZ d.o.o.,1199781000,Jesenice,100 do 149 zaposlenih,152121
5925142000,SIJ ZIP CENTER d.o.o.Oglas,5925142000,Ravne na Koroškem,100 do 149 zaposlenih,88234
6475248000,"SILO Jeličić, d.o.o.",6475248000,Rogaška Slatina,100 do 149 zaposlenih,117429
5763169000,SINET d.o.o.,5763169000,Hrastnik,100 do 149 zaposlenih,60691
5198801000,"SINTAL CELJE, d.o.o.",5198801000,Celje,100 do 149 zaposlenih,117704
5780926000,SINTAL OBALA d.o.o.,5780926000,Koper,100 do 149 zaposlenih,157906
5700108000,SIQ Ljubljana,5700108000,Ljubljana,100 do 149 zaposlenih,
1873547000,SIRIUS MARIBOR d.o.o.,1873547000,Hoče -S livnica,100 do 149 zaposlenih,208109
5526671000,SLOVENIJALES TRGOVINA d.o.o.,5526671000,Ljubljana,100 do 149 zaposlenih,325701
5551846000,SLOWATCH d.o.o.,5551846000,Ljubljana,100 do 149 zaposlenih,1260544
5395496000,SMM d.o.o.,5395496000,Maribor,100 do 149 zaposlenih,117402
5698375000,SNG DRAMA LJUBLJANA,5698375000,Ljubljana,100 do 149 zaposlenih,
5875129000,SOJER d.o.o.,5875129000,Ljubljana,100 do 149 zaposlenih,159635
1365495000,"SOLINE, d.o.o.",1365495000,Piran,100 do 149 zaposlenih,-114497
5226805000,SPL d.d.,5226805000,Ljubljana,100 do 149 zaposlenih,964029
1833570000,SPORTRADAR d.o.o.,1833570000,Ljubljana,100 do 149 zaposlenih,298402
3956130000,SSI SCHAEFER d.o.o.,3956130000,Maribor,100 do 149 zaposlenih,75995
5879566000,STRABAG d.o.o.,5879566000,Ljubljana,100 do 149 zaposlenih,1385214
5041376000,STROJ d.o.o.,5041376000,Radlje ob Dravi,100 do 149 zaposlenih,982663
1453564000,SUMMIT LEASING SLOVENIJA d.o.o.,1453564000,Ljubljana,100 do 149 zaposlenih,
1683420000,SYSTEMAIR d.o.o.,1683420000,Maribor,100 do 149 zaposlenih,2097740
3940497000,SZM d.o.o.,3940497000,Velenje,100 do 149 zaposlenih,236888
1580981000,SeneCura Maribor d.o.o.,1580981000,Maribor,100 do 149 zaposlenih,-916511
1973339000,SeneCura Radenci d.o.o.,1973339000,Radenci,100 do 149 zaposlenih,42610
1198157000,Sportsdirect.comSLVN d.o.o.,1198157000,Trzin,100 do 149 zaposlenih,-490812
5871603000,Strip's d.o.o.,5871603000,Zagorje ob Savi,100 do 149 zaposlenih,535139
6537022000,T&V SPED d.o.o.,6537022000,Ljubljana,100 do 149 zaposlenih,
3854396000,TALUM SERVIS IN INŽENIRING d.o.o.,3854396000,Kidričevo,100 do 149 zaposlenih,96441
3990516000,TAM-EUROPE d.o.o.,3990516000,Maribor,100 do 149 zaposlenih,-2231592
5033675000,TANIN SEVNICA d.d.Oglas,5033675000,Sevnica,100 do 149 zaposlenih,1980803
5033772000,TEB d.o.o.Oglas,5033772000,Krško,100 do 149 zaposlenih,1215060
5800862000,"TEGOMETALL OPREMA TRGOVIN, d.o.o.",5800862000,Šentjur,100 do 149 zaposlenih,60021
5862639000,TEHNIKA-SET d.d.Oglas,5862639000,Slovenska Bistrica,100 do 149 zaposlenih,86817
5415403000,"TELKOM, d.o.o.",5415403000,Trbovlje,100 do 149 zaposlenih,37719
5041775000,"TEM Čatež, d.o.o.",5041775000,Trebnje,100 do 149 zaposlenih,2346734
5042399000,"TERMOPLASTI-PLAMA d.o.o., Podgrad",5042399000,Ilirska Bistrica,100 do 149 zaposlenih,1948436
5158010000,"TERMOPOL, d.o.o.",5158010000,Žiri,100 do 149 zaposlenih,9800
1956833000,TESNILA GK d.o.o.,1956833000,Prevalje,100 do 149 zaposlenih,1766133
5325919000,TIPS d.o.o.,5325919000,Krško,100 do 149 zaposlenih,2114588
5043093000,"TKI HRASTNIK, d.d.",5043093000,Hrastnik,100 do 149 zaposlenih,1622282
3790223000,TOM TAILOR Lesce d.o.o.,3790223000,Radovljica,100 do 149 zaposlenih,603727
6016138000,TOSA d.o.o.,6016138000,Ljubljana,100 do 149 zaposlenih,-314522
5103185000,TOVARNA MERIL KOVINE d.d.Oglas,5103185000,Slovenj Gradec,100 do 149 zaposlenih,659728
1254502000,TRANSPAK d.o.o.,1254502000,Murska Sobota,100 do 149 zaposlenih,832029
2127768000,TREVES d.o.o.,2127768000,Trebnje,100 do 149 zaposlenih,697761
1199595000,"TRO, d.o.o.",1199595000,Prevalje,100 do 149 zaposlenih,700971
5055814000,TRUBARJEV DOM UPOKOJENCEV,5055814000,Sevnica,100 do 149 zaposlenih,
5875099000,TRŽNI INŠPEKTORAT RS,5875099000,Ljubljana,100 do 149 zaposlenih,
2320339000,TURNA d.o.o.,2320339000,Šoštanj,100 do 149 zaposlenih,625642
5259274000,"Terme Topolšica, d.d.",5259274000,Šoštanj,100 do 149 zaposlenih,164048
5373077000,Trgo ABC d.o.o.,5373077000,Koper,100 do 149 zaposlenih,-181019
1196006000,"Triglav Svetovanje, d.o.o.",1196006000,Domžale,100 do 149 zaposlenih,-92042
5085063000,UL,5085063000,Ljubljana,100 do 149 zaposlenih,
1627040000,UL FŠ,1627040000,Ljubljana,100 do 149 zaposlenih,
1627155000,UL ZF,1627155000,Ljubljana,100 do 149 zaposlenih,
5920884000,UNG,5920884000,Nova Gorica,100 do 149 zaposlenih,
5289203000,UNICHEM d.o.o.,5289203000,Vrhnika,100 do 149 zaposlenih,1285224
5584086000,"URSA SLOVENIJA, d.o.o.",5584086000,Novo mesto,100 do 149 zaposlenih,2923383
5174538000,"VARNOST VIČ, d.d.",5174538000,Ljubljana,100 do 149 zaposlenih,137561
2192993000,VDC Nova Gorica,2192993000,Nova Gorica,100 do 149 zaposlenih,
5055342000,VDC TONČKE HOČEVAR,5055342000,Ljubljana,100 do 149 zaposlenih,
5150515000,VGP DRAVA Ptuj d.o.o.Oglas,5150515000,Ptuj,100 do 149 zaposlenih,599774
5919207000,"VIP VIRANT, d.o.o.",5919207000,Komenda,100 do 149 zaposlenih,127711
1399705000,VIZIJA RAČUNOVODSTVO d.d.,1399705000,Ljubljana,100 do 149 zaposlenih,309797
5996465000,VRTCI BREZOVICA,5996465000,Brezovica,100 do 149 zaposlenih,
5055911000,VRTEC CICIBAN NOVO MESTO,5055911000,Novo mesto,100 do 149 zaposlenih,
5050413000,VRTEC IVANA GLINŠKA MARIBOR,5050413000,Maribor,100 do 149 zaposlenih,
5719135000,VRTEC JESENICE,5719135000,Jesenice,100 do 149 zaposlenih,
5051266000,VRTEC JOŽICE FLANDER MARIBOR,5051266000,Maribor,100 do 149 zaposlenih,
5049911000,VRTEC LITIJA,5049911000,Litija,100 do 149 zaposlenih,
5996503000,VRTEC MEDVODE,5996503000,Medvode,100 do 149 zaposlenih,
5049954000,VRTEC MLADI ROD,5049954000,Ljubljana,100 do 149 zaposlenih,
5102324000,VRTEC MOJCA,5102324000,Ljubljana,100 do 149 zaposlenih,
5051304000,VRTEC MURSKA SOBOTA,5051304000,Murska Sobota,100 do 149 zaposlenih,
5056055000,VRTEC Nova Gorica,5056055000,Nova Gorica,100 do 149 zaposlenih,
5055563000,VRTEC OTONA ŽUPANČIČA,5055563000,Ljubljana,100 do 149 zaposlenih,
5007704000,VRTEC OTONA ŽUPANČIČA MARIBOROglas,5007704000,Maribor,100 do 149 zaposlenih,
5259266000,VRTEC PEDENJPEDOglas,5259266000,Ljubljana,100 do 149 zaposlenih,
1782657000,VRTEC PEDENJPED NOVO MESTO,1782657000,Novo mesto,100 do 149 zaposlenih,
5055407000,VRTEC POBREŽJE MARIBOR,5055407000,Maribor,100 do 149 zaposlenih,
1942875000,VRTEC POD GRADOMOglas,1942875000,Ljubljana,100 do 149 zaposlenih,
5051363000,VRTEC POSTOJNA,5051363000,Postojna,100 do 149 zaposlenih,
5050987000,VRTEC SEMEDELA,5050987000,Koper,100 do 149 zaposlenih,
1121847000,VRTEC SLOV. KONJICEOglas,1121847000,Slovenske Konjice,100 do 149 zaposlenih,
5050456000,VRTEC STUDENCI MARIBOROglas,5050456000,Maribor,100 do 149 zaposlenih,
5050863000,VRTEC TONČKE ČEČEVE,5050863000,Celje,100 do 149 zaposlenih,
1228102000,VRTEC URŠA,1228102000,Domžale,100 do 149 zaposlenih,
5249813000,VRTEC VODMATOglas,5249813000,Ljubljana,100 do 149 zaposlenih,
1943359000,VRTEC VRHOVCI,1943359000,Ljubljana,100 do 149 zaposlenih,
5050839000,VRTEC Vrhnika,5050839000,Vrhnika,100 do 149 zaposlenih,
5088445000,VRTEC ZAGORJE OB SAVI,5088445000,Zagorje ob Savi,100 do 149 zaposlenih,
5049547000,VRTEC ZARJA,5049547000,Celje,100 do 149 zaposlenih,
5057175000,VRTEC ZELENA JAMA,5057175000,Ljubljana,100 do 149 zaposlenih,
5049938000,VRTEC ČRNUČE,5049938000,Ljubljana,100 do 149 zaposlenih,
5050707000,VRTEC ŠENTJUR,5050707000,Šentjur,100 do 149 zaposlenih,
5057043000,VRTEC ŠENTVID,5057043000,Ljubljana,100 do 149 zaposlenih,
5050774000,VRTEC ŠKOFJA LOKA,5050774000,Škofja Loka,100 do 149 zaposlenih,
1125559000,VVZ IVANČNA GORICA,1125559000,Ivančna Gorica,100 do 149 zaposlenih,
5056683000,VVZ KEKEC GrosupljeOglas,5056683000,Grosuplje,100 do 149 zaposlenih,
5055822000,VVZ Slovenj Gradec,5055822000,Slovenj Gradec,100 do 149 zaposlenih,
5057035000,Vrtec Andersen,5057035000,Ljubljana,100 do 149 zaposlenih,
5050294000,Vrtec Kurirček Logatec,5050294000,Logatec,100 do 149 zaposlenih,
5238676000,Vrtec Mavrica Trebnje,5238676000,Trebnje,100 do 149 zaposlenih,
5056047000,Vrtec Radovljica,5056047000,Radovljica,100 do 149 zaposlenih,
1192698000,WILLY STADLER d.o.o.,1192698000,Krško,100 do 149 zaposlenih,2369351
5845033000,Walstead Leykam tiskarna d.o.o.,5845033000,Hoče -S livnica,100 do 149 zaposlenih,1257350
5076382000,Wienerberger d.o.o.Oglas,5076382000,Križevci,100 do 149 zaposlenih,1444304
5967732000,"YASKAWA Ristro, d.o.o.",5967732000,Ribnica,100 do 149 zaposlenih,1470969
5951682000,YHD - DRUŠTVO ZA TEORIJO IN KULTURO HENDIKEPA,5951682000,Ljubljana,100 do 149 zaposlenih,
5754089000,Z.R.- ZDRAVSTVO d.o.o.,5754089000,Rogaška Slatina,100 do 149 zaposlenih,288129
1617052000,ZAVOD PRISTAN,1617052000,Vipava,100 do 149 zaposlenih,
1684884000,ZAVOD RS ZA VARSTVO NARAVE,1684884000,Ljubljana,100 do 149 zaposlenih,
5056268000,ZD BREŽICEOglas,5056268000,Brežice,100 do 149 zaposlenih,
5858267000,ZD G. RADGONA,5858267000,Gornja Radgona,100 do 149 zaposlenih,
1192582000,ZD GROSUPLJE,1192582000,Grosuplje,100 do 149 zaposlenih,
5801923000,ZD LENDAVA - EH LENDVA,5801923000,Lendava,100 do 149 zaposlenih,
5158877000,ZD Logatec,5158877000,Logatec,100 do 149 zaposlenih,
5107105000,ZD Sežana,5107105000,Sežana,100 do 149 zaposlenih,
5107156000,ZD Tolmin,5107156000,Tolmin,100 do 149 zaposlenih,
5063094000,ZD Trbovlje,5063094000,Trbovlje,100 do 149 zaposlenih,
5054583000,ZD TrebnjeOglas,5054583000,Trebnje,100 do 149 zaposlenih,
5054605000,ZD ČrnomeljOglas,5054605000,Črnomelj,100 do 149 zaposlenih,
5630517000,ZD Šmarje pri Jelšah,5630517000,Šmarje pri Jelšah,100 do 149 zaposlenih,
5107164000,ZDRAVSTVENI DOM AJDOVŠČINAOglas,5107164000,Ajdovščina,100 do 149 zaposlenih,
5158869000,ZDRAVSTVENI DOM IDRIJAOglas,5158869000,Idrija,100 do 149 zaposlenih,
5748569000,ZDRAVSTVENI DOM IZOLA,5748569000,Izola,100 do 149 zaposlenih,
5054699000,ZDRAVSTVENI DOM ORMOŽ,5054699000,Ormož,100 do 149 zaposlenih,
5779138000,ZDRAVSTVENI DOM POSTOJNA,5779138000,Postojna,100 do 149 zaposlenih,
5054907000,ZDRAVSTVENI DOM RAVNE NA KOROŠKEM,5054907000,Ravne na Koroškem,100 do 149 zaposlenih,
5636558000,ZDRAVSTVENI DOM SEVNICA,5636558000,Sevnica,100 do 149 zaposlenih,
5054915000,ZDRAVSTVENI DOM SLOVENJ GRADECOglas,5054915000,Slovenj Gradec,100 do 149 zaposlenih,
5114357000,ZDRAVSTVENI DOM SLOVENSKA BISTRICA,5114357000,Slovenska Bistrica,100 do 149 zaposlenih,
1710923000,ZOD Ljubljana,1710923000,Ljubljana,100 do 149 zaposlenih,
5250706000,ZVEZA SONČEK SO.P.,5250706000,Ljubljana,100 do 149 zaposlenih,
6775977000,Zavod Brez ovir so.p.,6775977000,Ljubljana,100 do 149 zaposlenih,
7166885000,ČASNIK VEČER d.o.o.,7166885000,Maribor,100 do 149 zaposlenih,15700
2345188000,ŠC RAVNEOglas,2345188000,Ravne na Koroškem,100 do 149 zaposlenih,
5089417000,ŠC SLOVENJ GRADEC,5089417000,Slovenj Gradec,100 do 149 zaposlenih,
5087872000,ŠC Škofja Loka,5087872000,Škofja Loka,100 do 149 zaposlenih,
5559839000,ŠKRLJ d.o.o.,5559839000,Ljubljana,100 do 149 zaposlenih,1886259
5542910000,ŠPAN d.o.o.,5542910000,Brezovica,100 do 149 zaposlenih,428322
5496098000,ŠPEDICIJA GOJA d.o.o.,5496098000,Ptuj,100 do 149 zaposlenih,458759
5145414000,ŠPORT LJUBLJANA,5145414000,Ljubljana,100 do 149 zaposlenih,
5488397000,ŽITO maloprodaja d.o.o.,5488397000,Ljubljana,100 do 149 zaposlenih,76519
3348008000,2. OSNOVNA ŠOLA SLOVENSKA BISTRICA,3348008000,Slovenska Bistrica,50 do 99 zaposlenih,
5400210000,"A-COSMOS, d.d.",5400210000,Ljubljana,50 do 99 zaposlenih,-1686182
5044880000,A-MB d.o.o.,5044880000,Maribor,50 do 99 zaposlenih,197700
